,Название,Описание,Цена,words
4403,Велосипеды~Горный велосипед~Kellys Spider 20 (2015),,33163,"горный_ADJ,велосипед_NOUN"
4404,Велосипеды~Шоссейный велосипед~Merida RIDE DISC 200 (2016),,58500,"шоссейный_ADJ,велосипед_NOUN"
4405,Велосипеды~Горный велосипед~Scott Contessa 630 (2015),,25449,"горный_ADJ,велосипед_NOUN"
4406,Велосипеды~Горный велосипед~Haibike Seet HardSeven 2.0 (2018),,49900,"горный_ADJ,велосипед_NOUN"
4407,Велосипеды~Дорожный велосипед~Forward Talica 1.0 (2015),,7390,"дорожный_ADJ,велосипед_NOUN"
4408,Велосипеды~Детский велосипед~KHS Raptor A00 (2015),,16500,"детский_ADJ,велосипед_NOUN"
4409,Велосипеды~Детский велосипед~Forward Racing 14 girl (2016),,4870,"детский_ADJ,велосипед_NOUN"
4410,Велосипеды~Дорожный велосипед~Orbea Sport A40 (2013),,33570,"дорожный_ADJ,велосипед_NOUN"
4411,Велосипеды~Детский велосипед~Smart Kid 24 HYDR DISK (2015),,29990,"детский_ADJ,велосипед_NOUN"
4412,Велосипеды~Дорожный велосипед~Schwinn Streamliner 1 (2017),,32950,"дорожный_ADJ,велосипед_NOUN"
4413,Велосипеды~Горный велосипед~Scott Genius 720 Plus (2016),,246344,"горный_ADJ,велосипед_NOUN"
4414,Велосипеды~Горный велосипед~Cronus Holts 1.0 29 (2015),,26590,"горный_ADJ,велосипед_NOUN"
4415,Велосипеды~Горный велосипед~Merida Big Ninety-Nine CF XT-edition (2014),,114143,"горный_ADJ,велосипед_NOUN"
4416,Велосипеды~Шоссейный велосипед~Orbea Orca SRD (2013),,181070,"шоссейный_ADJ,велосипед_NOUN"
4417,Велосипеды~Горный велосипед~Norco Sasquatch 6.2 Rigid (2016),,114750,"горный_ADJ,велосипед_NOUN"
4418,Велосипеды~Шоссейный велосипед~Giant Escape RX 1 (2012),,46800,"шоссейный_ADJ,велосипед_NOUN"
4419,Велосипеды~Дорожный велосипед~Kellys Cristy 50 (2017),,39924,"дорожный_ADJ,велосипед_NOUN"
4420,Велосипеды~Горный велосипед~Haro Double Peak 29 Trail (2015),,28890,"горный_ADJ,велосипед_NOUN"
4421,Велосипеды~Горный велосипед~Cannondale Jekyll 3 (2015),,186300,"горный_ADJ,велосипед_NOUN"
4422,Велосипеды~Детский велосипед~Stels Navigator 450 V  (2016),,12000,"детский_ADJ,велосипед_NOUN"
4423,Велосипеды~Горный велосипед~Cube AMS 100 C:68 Race 29 (2017),,260910,"горный_ADJ,велосипед_NOUN"
4424,Велосипеды~Шоссейный велосипед~Bergamont Prime 4.0 (2015),,56100,"шоссейный_ADJ,велосипед_NOUN"
4425,Велосипеды~Горный велосипед~Forward Lima 1.0 (2016),,13490,"горный_ADJ,велосипед_NOUN"
4426,Велосипеды~Дорожный велосипед~Commencal Uptown AL Origin (2015),,47000,"дорожный_ADJ,велосипед_NOUN"
4427,Велосипеды~Горный велосипед~Cube Sting WLS 140 SL 27.5 (2017),,190300,"горный_ADJ,велосипед_NOUN"
4428,Велосипеды~Дорожный велосипед~Stels Cross 150 Gent (2014),,23000,"дорожный_ADJ,велосипед_NOUN"
4429,Велосипеды~Детский велосипед~Merida Dakar 620 Girl (2013),,8100,"детский_ADJ,велосипед_NOUN"
4430,Велосипеды~Детский велосипед~Giant Escape Jr 24 (2016),,14000,"детский_ADJ,велосипед_NOUN"
4431,Велосипеды~Дорожный велосипед~Giant Simple Seven (2015),,17400,"дорожный_ADJ,велосипед_NOUN"
4432,Велосипеды~Электровелосипед~Haibike Sduro HardLife 2.0 (2018),,179900,велосипед_NOUN
4433,Велосипеды~Шоссейный велосипед~Bulls Ancura 1 (2015),,45408,"шоссейный_ADJ,велосипед_NOUN"
4434,Велосипеды~Детский велосипед~GT Laguna 24 (2016),,23400,"детский_ADJ,велосипед_NOUN"
4435,Велосипеды~Горный велосипед~Format 1411 Elite 26 (2015),,50000,"горный_ADJ,велосипед_NOUN"
4436,Велосипеды~Горный велосипед~Scott Spark 700 Premium (2014),,267631,"горный_ADJ,велосипед_NOUN"
4437,Велосипеды~Горный велосипед~Specialized Jynx 650b (2016),,34155,"горный_ADJ,велосипед_NOUN"
4438,Велосипеды~Горный велосипед~Merida Big.Nine XT (2017),,136400,"горный_ADJ,велосипед_NOUN"
4439,Велосипеды~Горный велосипед~Smart Truck 300 (2015),,37990,"горный_ADJ,велосипед_NOUN"
4440,Велосипеды~Шоссейный велосипед~Cannondale SuperSix EVO Carbon SRAM Red (2015),,166627,"шоссейный_ADJ,велосипед_NOUN"
4441,Велосипеды~Дорожный велосипед~Schwinn Searcher 3 Mens (2015),,31442,"дорожный_ADJ,велосипед_NOUN"
4442,Велосипеды~Дорожный велосипед~Stels Navigator 150 Lady 1 sp (2015),,15000,"дорожный_ADJ,велосипед_NOUN"
4443,Велосипеды~Горный велосипед~Merida Big.Nine 15-MD (2017),,27435,"горный_ADJ,велосипед_NOUN"
4444,Велосипеды~Шоссейный велосипед~Cervelo S5 DA Di2 (2017),,334425,"шоссейный_ADJ,велосипед_NOUN"
4445,Велосипеды~Горный велосипед~Format 1212 29 (2015),,58400,"горный_ADJ,велосипед_NOUN"
4446,Велосипеды~Шоссейный велосипед~Merida Cyclo Cross  600 (2017),,79360,"шоссейный_ADJ,велосипед_NOUN"
4447,Велосипеды~Горный велосипед~Silverback Splash 279 (2015),,92740,"горный_ADJ,велосипед_NOUN"
4448,Велосипеды~Дорожный велосипед~Scott SUB sport 10 Men (2015),,93100,"дорожный_ADJ,велосипед_NOUN"
4449,Велосипеды~Горный велосипед~Merida One-Twenty 9.600 (2018),,98825,"горный_ADJ,велосипед_NOUN"
4450,Велосипеды~Горный велосипед~Cube LTD Pro 29 (2017),,73700,"горный_ADJ,велосипед_NOUN"
4451,Велосипеды~Электровелосипед~Scott E-Sub Tour 20 Men (2015),,152949,велосипед_NOUN
4452,Велосипеды~Дорожный велосипед~Giant Roam XR 1 (2015),,55000,"дорожный_ADJ,велосипед_NOUN"
4453,Велосипеды~Горный велосипед~Cronus Holts 1.0 (2014),,16110,"горный_ADJ,велосипед_NOUN"
4454,Велосипеды~Горный велосипед~Giant XTC Composite 1 (2013),,116900,"горный_ADJ,велосипед_NOUN"
4455,Велосипеды~Горный велосипед~Scott Contessa Spark 720 (2017),,266435,"горный_ADJ,велосипед_NOUN"
4456,Велосипеды~Горный велосипед~Stels Navigator 930 D  (2015),,35910,"горный_ADJ,велосипед_NOUN"
4457,Велосипеды~Горный велосипед~Cube Acid 27.5 (2017),,64700,"горный_ADJ,велосипед_NOUN"
4458,Велосипеды~Детский велосипед~Orbea Grow 1 (2013),,11050,"детский_ADJ,велосипед_NOUN"
4459,Велосипеды~Дорожный велосипед~Merida Crossway 600 (2017),,50220,"дорожный_ADJ,велосипед_NOUN"
4460,Велосипеды~Шоссейный велосипед~Scott Addict RC Ultimate Disc (2018),,664889,"шоссейный_ADJ,велосипед_NOUN"
4461,Велосипеды~Дорожный велосипед~Stels Pilot 430 (2015),,10000,"дорожный_ADJ,велосипед_NOUN"
4462,Велосипеды~Дорожный велосипед~Cannondale Bad Boy 2  (2015),,67813,"дорожный_ADJ,велосипед_NOUN"
4463,Велосипеды~Шоссейный велосипед~Giant Defy Advanced SL 0  (2015),,540200,"шоссейный_ADJ,велосипед_NOUN"
4464,Велосипеды~Шоссейный велосипед~Giant TCX SLR 2 (2015),,78400,"шоссейный_ADJ,велосипед_NOUN"
4465,Велосипеды~Горный велосипед~Giant Revel Street 2 (2015),,21200,"горный_ADJ,велосипед_NOUN"
4466,Велосипеды~Шоссейный велосипед~Silverback Space 2 (2014),,110900,"шоссейный_ADJ,велосипед_NOUN"
4467,Велосипеды~Шоссейный велосипед~Merida Speeder 300 (2015),,37696,"шоссейный_ADJ,велосипед_NOUN"
4468,Велосипеды~Горный велосипед~Orbea MX 27.5 20 (2015),,39800,"горный_ADJ,велосипед_NOUN"
4469,Велосипеды~Горный велосипед~Cannondale Tango SL 29 3 (2015),,61318,"горный_ADJ,велосипед_NOUN"
4470,Велосипеды~Дорожный велосипед~Forward Valencia 1.0 (2017),,5050,"дорожный_ADJ,велосипед_NOUN"
4471,Велосипеды~Горный велосипед~Scott Scale 910 (2015),,161230,"горный_ADJ,велосипед_NOUN"
4472,Велосипеды~Горный велосипед~Orbea MX 26 Dama 10 (2014),,52070,"горный_ADJ,велосипед_NOUN"
4473,Велосипеды~Горный велосипед~Stark Slash 26.1 V (2017),,12990,"горный_ADJ,велосипед_NOUN"
4474,Велосипеды~Горный велосипед~Merida Big.Nine 9000 (2017),,292500,"горный_ADJ,велосипед_NOUN"
4475,Велосипеды~Горный велосипед~Smart Truck 70 (2017),,20000,"горный_ADJ,велосипед_NOUN"
4476,Велосипеды~Горный велосипед~Giant Stance 27.5 2 (2015),,95800,"горный_ADJ,велосипед_NOUN"
4477,Велосипеды~Шоссейный велосипед~Giant TCR Advanced SL 3 (2013),,173558,"шоссейный_ADJ,велосипед_NOUN"
4478,Велосипеды~Шоссейный велосипед~Orbea Orca M-LTD (2014),,290150,"шоссейный_ADJ,велосипед_NOUN"
4479,Велосипеды~Детский велосипед~Forward Meteor 12 (2015),,3970,"детский_ADJ,велосипед_NOUN"
4480,Велосипеды~Горный велосипед~Stark Tactic 26.4 HD (2018),,30230,"горный_ADJ,велосипед_NOUN"
4481,Велосипеды~Шоссейный велосипед~Format 5221 700С (2018),,41100,"шоссейный_ADJ,велосипед_NOUN"
4482,Велосипеды~Горный велосипед~Giant Lust Advanced 27.5 2 (2014),,243100,"горный_ADJ,велосипед_NOUN"
4483,Велосипеды~Детский велосипед~Stels Pilot 200 Girl  (2017),,9230,"детский_ADJ,велосипед_NOUN"
4484,Велосипеды~Детский велосипед~Forward Twister 1.0 (2016),,13770,"детский_ADJ,велосипед_NOUN"
4485,Велосипеды~Горный велосипед~Giant Trance X 2 W (2013),,224570,"горный_ADJ,велосипед_NOUN"
4486,Велосипеды~Дорожный велосипед~Cronus Latte 1.0 (2015),,17809,"дорожный_ADJ,велосипед_NOUN"
4487,Велосипеды~Горный велосипед~Trek Superfly 9.7 (2015),,146775,"горный_ADJ,велосипед_NOUN"
4488,Велосипеды~Детский велосипед~Volare Disney Planes (2015),,8400,"детский_ADJ,велосипед_NOUN"
4489,Велосипеды~Дорожный велосипед~Silverback Starke USB (2017),,51400,"дорожный_ADJ,велосипед_NOUN"
4490,Велосипеды~Шоссейный велосипед~Silverback Sirelli 3 (2016),,179377,"шоссейный_ADJ,велосипед_NOUN"
4491,Велосипеды~Горный велосипед~Scott Contessa 30 (2012),,23160,"горный_ADJ,велосипед_NOUN"
4492,Велосипеды~Дорожный велосипед~Schwinn Gammon (2017),,12990,"дорожный_ADJ,велосипед_NOUN"
4493,Велосипеды~Горный велосипед~Orbea Alma M10 29 (2014),,243280,"горный_ADJ,велосипед_NOUN"
4494,Велосипеды~Шоссейный велосипед~Giant TCR Composite 2 compact (2014),,135388,"шоссейный_ADJ,велосипед_NOUN"
4495,Велосипеды~Горный велосипед~Bergamont Roxter 3.0 C2 (2015),,35600,"горный_ADJ,велосипед_NOUN"
4496,Велосипеды~Дорожный велосипед~Forward Surf 2.0 (2017),,16990,"дорожный_ADJ,велосипед_NOUN"
4497,Велосипеды~Дорожный велосипед~Stinger Campus 1.0 (2016),,26840,"дорожный_ADJ,велосипед_NOUN"
4498,Велосипеды~Горный велосипед~Stark Indy FS HD (2015),,24730,"горный_ADJ,велосипед_NOUN"
4499,Велосипеды~Шоссейный велосипед~Scott Speedster 50 CD (2015),,60600,"шоссейный_ADJ,велосипед_NOUN"
4500,Велосипеды~Дорожный велосипед~Kellys Avenue 20 (2018),,36981,"дорожный_ADJ,велосипед_NOUN"
4501,Велосипеды~Горный велосипед~Stark Funriser 29.4 HD (2017),,29680,"горный_ADJ,велосипед_NOUN"
4502,Велосипеды~Детский велосипед~Cannondale Race 24 Boys (2015),,34091,"детский_ADJ,велосипед_NOUN"
4503,Велосипеды~Детский велосипед~Trek Jet 16 (2016),,11940,"детский_ADJ,велосипед_NOUN"
4504,Велосипеды~Дорожный велосипед~Trek 8.6 DS (2015),,81830,"дорожный_ADJ,велосипед_NOUN"
4505,Велосипеды~Горный велосипед~Format 1112 Pro (2015),,134900,"горный_ADJ,велосипед_NOUN"
4506,Велосипеды~Шоссейный велосипед~Giant Avail 1 (2015),,67600,"шоссейный_ADJ,велосипед_NOUN"
4507,Велосипеды~Горный велосипед~GT Helion Expert (2016),,211250,"горный_ADJ,велосипед_NOUN"
4508,Велосипеды~Дорожный велосипед~Kross Evado 4.0 (2017),,40660,"дорожный_ADJ,велосипед_NOUN"
4509,Велосипеды~Дорожный велосипед~Stels Navigator 130 Gent 1 sp (2016),,13000,"дорожный_ADJ,велосипед_NOUN"
4510,"Велосипеды~Детский велосипед~Commencal Ramones 24"" 1 (2014)",,24831,"детский_ADJ,велосипед_NOUN"
4511,Велосипеды~Горный велосипед~Trek X-Caliber 4 (2014),,28044,"горный_ADJ,велосипед_NOUN"
4512,"Велосипеды~Горный велосипед~Orbea Oiz M50 27.5"" (2015)",,174420,"горный_ADJ,велосипед_NOUN"
4513,Велосипеды~Горный велосипед~Orbea Alma M30 29 (2015),,156640,"горный_ADJ,велосипед_NOUN"
4514,Велосипеды~Горный велосипед~Giant Lust 3 (2015),,106700,"горный_ADJ,велосипед_NOUN"
4515,Велосипеды~Горный велосипед~Merida One-Forty 600 (2017),,120900,"горный_ADJ,велосипед_NOUN"
4516,Велосипеды~Шоссейный велосипед~Scott Plasma Premium (2015),,480900,"шоссейный_ADJ,велосипед_NOUN"
4517,Велосипеды~Горный велосипед~Kellys Swag 10 (2015),,100083,"горный_ADJ,велосипед_NOUN"
4518,Велосипеды~Детский велосипед~Giant Animator 16 (2013),,7854,"детский_ADJ,велосипед_NOUN"
4519,Велосипеды~Дорожный велосипед~Giant Simple Single W (2013),,11319,"дорожный_ADJ,велосипед_NOUN"
4520,Велосипеды~Дорожный велосипед~Orbea Carpe H10 (2013),,43880,"дорожный_ADJ,велосипед_NOUN"
4521,Велосипеды~Дорожный велосипед~Bergamont Horizon 6.0 Lady C2 (2015),,59345,"дорожный_ADJ,велосипед_NOUN"
4522,Велосипеды~Дорожный велосипед~Merida Crossway 20-MD (2017),,24450,"дорожный_ADJ,велосипед_NOUN"
4523,Велосипеды~Детский велосипед~Orbea MX 24 Dirt (2015),,23750,"детский_ADJ,велосипед_NOUN"
4524,Велосипеды~Горный велосипед~Merida BIG.NINE 500 (2016),,51650,"горный_ADJ,велосипед_NOUN"
4525,Велосипеды~Детский велосипед~Forward Volcano 1.0 (2015),,14400,"детский_ADJ,велосипед_NOUN"
4526,Велосипеды~Горный велосипед~Scott Voltage YZ 20 (2013),,30500,"горный_ADJ,велосипед_NOUN"
4527,Велосипеды~Дорожный велосипед~Silverback Shuffle Femme Sport (2016),,42435,"дорожный_ADJ,велосипед_NOUN"
4528,Велосипеды~Горный велосипед~Merida Matts 6. 40-D (2017),,31900,"горный_ADJ,велосипед_NOUN"
4529,Велосипеды~Шоссейный велосипед~Merida Scultura 5000 (2017),,74240,"шоссейный_ADJ,велосипед_NOUN"
4530,Велосипеды~Дорожный велосипед~Kellys Cliff 90 (2018),,38110,"дорожный_ADJ,велосипед_NOUN"
4531,Велосипеды~BMX велосипед~Giant Method 03 (2014),,18850,велосипед_NOUN
4532,Велосипеды~Горный велосипед~Cube Access WLS GTC PRO 29 (2017),,102100,"горный_ADJ,велосипед_NOUN"
4533,Велосипеды~Дорожный велосипед~Forward Omega 2.0 (2017),,14500,"дорожный_ADJ,велосипед_NOUN"
4534,Велосипеды~Горный велосипед~Merida BIG.SEVEN 900 (2016),,102375,"горный_ADJ,велосипед_NOUN"
4535,Велосипеды~Горный велосипед~Orbea Occam H50 (2014),,58880,"горный_ADJ,велосипед_NOUN"
4536,Велосипеды~Горный велосипед~KHS Tempe (2015),,53100,"горный_ADJ,велосипед_NOUN"
4537,"Велосипеды~Горный велосипед~Orbea Alma M10 27.5"" (2015)",,265930,"горный_ADJ,велосипед_NOUN"
4538,Велосипеды~Дорожный велосипед~Centurion Crossline 40 EQ Lady  (2016),,22320,"дорожный_ADJ,велосипед_NOUN"
4539,Велосипеды~Горный велосипед~Trek Remedy 9.8 27.5 (2015),,224300,"горный_ADJ,велосипед_NOUN"
4540,Велосипеды~Горный велосипед~Stark Chaser HD (2016),,19990,"горный_ADJ,велосипед_NOUN"
4541,Велосипеды~Горный велосипед~Forward Jade 3.0 (2015),,16180,"горный_ADJ,велосипед_NOUN"
4542,Велосипеды~Горный велосипед~Scott Voltage FR 710 (2016),,257544,"горный_ADJ,велосипед_NOUN"
4543,Велосипеды~Шоссейный велосипед~GT Grade Alloy Claris Womens (2016),,57200,"шоссейный_ADJ,велосипед_NOUN"
4544,Велосипеды~Горный велосипед~Giant Revel 1 (2015),,25800,"горный_ADJ,велосипед_NOUN"
4545,Велосипеды~Детский велосипед~Forward Racing 16 Girl (2017),,5140,"детский_ADJ,велосипед_NOUN"
4546,Велосипеды~Горный велосипед~Stevens Nema (2012),,33400,"горный_ADJ,велосипед_NOUN"
4547,Велосипеды~Детский велосипед~Trek MT 60 Girl's  (2013),,13000,"детский_ADJ,велосипед_NOUN"
4548,Велосипеды~Дорожный велосипед~Giant Escape 2 W (2014),,30518,"дорожный_ADJ,велосипед_NOUN"
4549,Велосипеды~Шоссейный велосипед~Scott Solace 30 CD (2015),,107049,"шоссейный_ADJ,велосипед_NOUN"
4550,Велосипеды~Горный велосипед~Stevens Haze SX (2012),,127475,"горный_ADJ,велосипед_NOUN"
4551,Велосипеды~Горный велосипед~Trek Fuel EX 9.8 650b (2015),,178500,"горный_ADJ,велосипед_NOUN"
4552,Велосипеды~Горный велосипед~Norco Range C7.1 (2016),,444750,"горный_ADJ,велосипед_NOUN"
4553,Велосипеды~Шоссейный велосипед~Scott Speedster 60 (CD14) (2013),,31500,"шоссейный_ADJ,велосипед_NOUN"
4554,Велосипеды~Горный велосипед~Forward Lima 2.0 disc (2017),,14500,"горный_ADJ,велосипед_NOUN"
4555,Велосипеды~Дорожный велосипед~Giant Escape City (2013),,16324,"дорожный_ADJ,велосипед_NOUN"
4556,Велосипеды~Горный велосипед~Scott Aspect 30 (2012),,25150,"горный_ADJ,велосипед_NOUN"
4557,Велосипеды~Горный велосипед~Silverback Spectra 29 Sport (2015),,34800,"горный_ADJ,велосипед_NOUN"
4558,Велосипеды~Дорожный велосипед~Kellys Pheebe 30 (2018),,42648,"дорожный_ADJ,велосипед_NOUN"
4559,Велосипеды~Горный велосипед~Merida One-Forty 7.500 (2015),,81250,"горный_ADJ,велосипед_NOUN"
4560,Велосипеды~Детский велосипед~Scott Scale JR 24 (2015),,25800,"детский_ADJ,велосипед_NOUN"
4561,Велосипеды~Горный велосипед~Merida Big.Seven 3000 (2018),,90270,"горный_ADJ,велосипед_NOUN"
4562,Велосипеды~Горный велосипед~Bergamont Straitline MGN (2015),,371250,"горный_ADJ,велосипед_NOUN"
4563,Велосипеды~Детский велосипед~Forward Little Lady Evia 16 (2015),,4940,"детский_ADJ,велосипед_NOUN"
4564,Велосипеды~Горный велосипед~Trek Remedy 7 (2012),,72730,"горный_ADJ,велосипед_NOUN"
4565,Велосипеды~Детский велосипед~Challenger Cosmic 20 (2017),,8690,"детский_ADJ,велосипед_NOUN"
4566,Велосипеды~Детский велосипед~Format 7412 Boy (2015),,21000,"детский_ADJ,велосипед_NOUN"
4567,Велосипеды~Шоссейный велосипед~Giant TCR Advanced SL 1 (2011),,233900,"шоссейный_ADJ,велосипед_NOUN"
4568,Велосипеды~Горный велосипед~Giant XtC Advanced SL 27.5 0 (2015),,333100,"горный_ADJ,велосипед_NOUN"
4569,Велосипеды~Горный велосипед~Trek 3500 (2015),,24960,"горный_ADJ,велосипед_NOUN"
4570,Велосипеды~Горный велосипед~Merida Matts 6.40-V (2015),,31714,"горный_ADJ,велосипед_NOUN"
4571,Велосипеды~Горный велосипед~Centurion Backfire Pro 200.27 (2018),,44250,"горный_ADJ,велосипед_NOUN"
4572,Велосипеды~Электровелосипед~Haibike Sduro HardLife 4.0 (2018),,259900,велосипед_NOUN
4573,Велосипеды~Детский велосипед~Kross Lizzy (2015),,19580,"детский_ADJ,велосипед_NOUN"
4574,Велосипеды~Дорожный велосипед~Orbea Comfort 26 10 Equipped (2014),,43370,"дорожный_ADJ,велосипед_NOUN"
4575,Велосипеды~Дорожный велосипед~Bergamont Sweep 7.0 EQ Gent (2015),,59345,"дорожный_ADJ,велосипед_NOUN"
4576,Велосипеды~Дорожный велосипед~Merida Crossway 100-lady (2017),,35960,"дорожный_ADJ,велосипед_NOUN"
4577,Велосипеды~Горный велосипед~Scott Voltage YZ 0.3 24 (2015),,37822,"горный_ADJ,велосипед_NOUN"
4578,Велосипеды~Горный велосипед~Scott Aspect 970 (2017),,35685,"горный_ADJ,велосипед_NOUN"
4579,Велосипеды~Шоссейный велосипед~Orbea Ordu M10 (2015),,237220,"шоссейный_ADJ,велосипед_NOUN"
4580,Велосипеды~Дорожный велосипед~Commencal Uptown Alu  (2013),,23600,"дорожный_ADJ,велосипед_NOUN"
4581,Велосипеды~Горный велосипед~Kross Lea R2 (2017),,31300,"горный_ADJ,велосипед_NOUN"
4582,Велосипеды~Дорожный велосипед~Schwinn Voyageur 2 Women (2014),,149800,"дорожный_ADJ,велосипед_NOUN"
4583,Велосипеды~Горный велосипед~Bergamont Revox 4.0 (2015),,38990,"горный_ADJ,велосипед_NOUN"
4584,Велосипеды~Детский велосипед~Rocky Mountain Vertex 24 (2015),,48000,"детский_ADJ,велосипед_NOUN"
4585,Велосипеды~Горный велосипед~Bulls Devilzone 1 (2015),,36900,"горный_ADJ,велосипед_NOUN"
4586,Велосипеды~Горный велосипед~Silverback Splash Sport (2017),,26900,"горный_ADJ,велосипед_NOUN"
4587,Велосипеды~Детский велосипед~Forward Titan 1.0 (2017),,9500,"детский_ADJ,велосипед_NOUN"
4588,Велосипеды~Горный велосипед~Trek Police (2016),,76960,"горный_ADJ,велосипед_NOUN"
4589,Велосипеды~Шоссейный велосипед~Silverback Space 1 (2013),,137770,"шоссейный_ADJ,велосипед_NOUN"
4590,Велосипеды~Дорожный велосипед~Stark Satellite Lady (2016),,13190,"дорожный_ADJ,велосипед_NOUN"
4591,Велосипеды~Горный велосипед~Merida Juliet 20-D (2014),,17500,"горный_ADJ,велосипед_NOUN"
4592,Велосипеды~Горный велосипед~Stark Cobra HD (2016),,21580,"горный_ADJ,велосипед_NOUN"
4593,Велосипеды~Шоссейный велосипед~Giant Avail Composite 2 CD20 (2012),,98080,"шоссейный_ADJ,велосипед_NOUN"
4594,Велосипеды~Горный велосипед~Scott Voltage YZ 10 (2014),,33400,"горный_ADJ,велосипед_NOUN"
4595,Велосипеды~Детский велосипед~Commencal Ramones 12 (2014),,7476,"детский_ADJ,велосипед_NOUN"
4596,Велосипеды~Электровелосипед~Eltreco Patrol Кардан 26 Cam (2017),,78650,"велосипед_NOUN,кардан_NOUN"
4597,Велосипеды~Детский велосипед~Format 6423 Girl (2016),,24900,"детский_ADJ,велосипед_NOUN"
4598,Велосипеды~Горный велосипед~Merida Matts 10 (2014),,18620,"горный_ADJ,велосипед_NOUN"
4599,Велосипеды~Шоссейный велосипед~Norco Valence Disc 105 Forma (2016),,84750,"шоссейный_ADJ,велосипед_NOUN"
4600,Велосипеды~Горный велосипед~Kellys Hacker 10 (2015),,95182,"горный_ADJ,велосипед_NOUN"
4601,Велосипеды~Дорожный велосипед~Commencal Uptown CrMo (2013),,21900,"дорожный_ADJ,велосипед_NOUN"
4602,Велосипеды~Дорожный велосипед~Scott Sub Sport 20 Men (2018),,59180,"дорожный_ADJ,велосипед_NOUN"
4603,Велосипеды~Шоссейный велосипед~Trek Lexa SL (2013),,33600,"шоссейный_ADJ,велосипед_NOUN"
4604,Велосипеды~Дорожный велосипед~Stels Pilot 630  (2017),,15090,"дорожный_ADJ,велосипед_NOUN"
4605,Велосипеды~Детский велосипед~Format Kids 18 (2018),,14310,"детский_ADJ,велосипед_NOUN"
4606,Велосипеды~Шоссейный велосипед~Giant SCR 1 (2015),,43200,"шоссейный_ADJ,велосипед_NOUN"
4607,Велосипеды~Шоссейный велосипед~Stevens Strada 900 (2010),,75360,"шоссейный_ADJ,велосипед_NOUN"
4608,Велосипеды~Детский велосипед~Trek Superfly 20 (2015),,20200,"детский_ADJ,велосипед_NOUN"
4609,Велосипеды~Шоссейный велосипед~Merida Cyclo Cross  500 (2015),,67245,"шоссейный_ADJ,велосипед_NOUN"
4610,"Велосипеды~Детский велосипед~Cronus Best Mate 20"" Boy  (2014)",,10998,"детский_ADJ,велосипед_NOUN"
4611,Велосипеды~Горный велосипед~Orbea Rallon 30 (2013),,119000,"горный_ADJ,велосипед_NOUN"
4612,"Велосипеды~Детский велосипед~Format Girl 18"" (2016)",,15800,"детский_ADJ,велосипед_NOUN"
4613,Велосипеды~Горный велосипед~Scott Voltage FR 720 (2017),,178441,"горный_ADJ,велосипед_NOUN"
4614,Велосипеды~Детский велосипед~Giant XTC JR 24 Lite (2017),,11900,"детский_ADJ,велосипед_NOUN"
4615,Велосипеды~Горный велосипед~Kross Level R7 (2017),,80220,"горный_ADJ,велосипед_NOUN"
4616,"Велосипеды~Горный велосипед~Orbea Alma H10 27.5"" (2015)",,119780,"горный_ADJ,велосипед_NOUN"
4617,Велосипеды~Горный велосипед~Norco Revolver 9.1 FS (2016),,299250,"горный_ADJ,велосипед_NOUN"
4618,Велосипеды~Шоссейный велосипед~Orbea Orca STH (2013),,127120,"шоссейный_ADJ,велосипед_NOUN"
4619,Велосипеды~Детский велосипед~Kross Lilli  (2017),,13600,"детский_ADJ,велосипед_NOUN"
4620,Велосипеды~Горный велосипед~Centurion Backfire Pro 600 27 (2017),,54560,"горный_ADJ,велосипед_NOUN"
4621,Велосипеды~Шоссейный велосипед~Orbea Avant M20 (2015),,168450,"шоссейный_ADJ,велосипед_NOUN"
4622,Велосипеды~Дорожный велосипед~Trek Verve 3 (2015),,48840,"дорожный_ADJ,велосипед_NOUN"
4623,Велосипеды~Горный велосипед~Scott Aspect 660 (2013),,24900,"горный_ADJ,велосипед_NOUN"
4624,Велосипеды~Детский велосипед~Stels Pilot 160 16  (2017),,4100,"детский_ADJ,велосипед_NOUN"
4625,Велосипеды~Детский велосипед~Scott Voltage JR 24 (2015),,24300,"детский_ADJ,велосипед_NOUN"
4626,Велосипеды~Горный велосипед~Forward Agris Lady 1.0 (2016),,13450,"горный_ADJ,велосипед_NOUN"
4627,Велосипеды~Шоссейный велосипед~Trek 1.5 H2 Compact (2015),,61300,"шоссейный_ADJ,велосипед_NOUN"
4628,Велосипеды~Дорожный велосипед~Aspect Weekend (2018),,26775,"дорожный_ADJ,велосипед_NOUN"
4629,Велосипеды~Детский велосипед~Forward Azure 24 (2017),,11080,"детский_ADJ,велосипед_NOUN"
4630,Велосипеды~Дорожный велосипед~Bulls Wildcross (2014),,26880,"дорожный_ADJ,велосипед_NOUN"
4631,Велосипеды~Горный велосипед~Giant Trance X1 (2013),,164700,"горный_ADJ,велосипед_NOUN"
4632,Велосипеды~Горный велосипед~KHS SixFifty 200 (2015),,28300,"горный_ADJ,велосипед_NOUN"
4633,Велосипеды~Горный велосипед~Format 1213 27.5 (2017),,66890,"горный_ADJ,велосипед_NOUN"
4634,Велосипеды~Горный велосипед~Format 1213 29 (2018),,57360,"горный_ADJ,велосипед_NOUN"
4635,Велосипеды~Горный велосипед~Giant Talon 27.5 1 (2016),,83300,"горный_ADJ,велосипед_NOUN"
4636,Велосипеды~Дорожный велосипед~Kellys Avenue 10 (2015),,34441,"дорожный_ADJ,велосипед_NOUN"
